景区名称	地区	景区等级	经度	纬度	
柳州市融水·元宝山龙女沟景区	广西	4A	109.281280978988	25.0684809805014	
柳江县凤凰河生态旅游度假区	广西	4A	109.304373000081	24.4125291593744	
柳州市动物园	广西	4A	109.41111585905	24.2687733397403	
柳州融水•民族体育公园	广西	4A	109.261567484917	25.0904145256117	
柳州融水老君洞景区	广西	4A	109.251386988576	25.0526649900488	
柳州雀儿山公园景区	广西	4A	109.411328038811	24.3741740312699	
螺蛳粉产业园	广西	4A	109.455131032413	24.2417960415163	
柳州融水双龙沟原始森林度假区	广西	4A	109.24091553108	25.1138439436616	
柳州市柳工机械股份有限公司旅游景区	广西	4A	109.367104817892	24.3224873902175	
三江县仙人山	广西	4A	109.523146862892	25.8590194081749	
上汽通用五菱宝骏基地	广西	4A	109.581154042875	24.3992059811623	
卡乐星球欢乐世界·柳州	广西	4A	109.554499970944	24.3929720558697	
鹿寨县中渡古镇景区	广西	4A	109.704600713134	24.6851675883204	
鹿寨·祥荷乡韵	广西	4A	109.695979675158	24.6980188714497	
螺蛳粉小镇	广西	4A	109.293321955871	24.3680190085251	
梦呜苗寨民俗文化体验园	广西	4A	109.246723974506	25.1103500237468	
仙草堂生态灵芝透明工厂	广西	4A	109.400909	25.205319	
桂林两江四湖•象山景区	广西	4A	110.301008018988	25.2741059878623	
七星景区	广西	4A	110.31985752282	25.2777701236366	
芦笛景区	广西	4A	110.278975100091	25.3167346452932	
桂林世外桃源景区	广西	4A	110.395550451846	24.8693943487326	
桂林冠岩景区	广西	4A	110.461076628606	25.0589090346293	
桂林愚自乐园景区	广西	4A	110.343334647485	25.0542893089181	
桂林银子岩旅游度假区景区	广西	4A	110.445927963813	24.6432180282368	
兴安灵渠景区	广西	4A	110.692306036292	25.6083510672991	
桂林古东瀑布景区	广西	4A	110.461771018765	25.1139839731821	
桂林穿山景区	广西	4A	110.311220225514	25.258132061828	
桂林龙胜温泉旅游度假区景区	广西	4A	110.218878371663	25.8979135571135	
桂林丰鱼岩旅游度假区景区	广西	4A	110.354708273204	24.4042683689523	
桂林尧山景区	广西	4A	110.383289479945	25.2986998173872	
荔浦荔江湾景区	广西	4A	110.339038142063	24.4474789079472	
阳朔图腾古道•聚龙潭景区	广西	4A	110.499767904535	24.7550476997861	
桂林市南溪山景区	广西	4A	110.293632661262	25.2557891049198	
龙胜龙脊梯田景区	广西	4A	110.146532079813	25.7768287077317	
永福金钟山旅游度假区景区	广西	4A	110.15395325112	24.9740220064248	
桂林经典刘三姐大观园景区	广西	4A	110.276069171598	25.2866490911705	
桂林阳朔县蝴蝶泉旅游景区	广西	4A	110.503613640253	24.7439913804906	
桂林西山景区	广西	4A	110.282575059421	25.2894158237027	
桂林罗山湖玛雅水上乐园景区	广西	4A	110.066768838692	25.2482563510061	
桂林市逍遥湖景区	广西	4A	110.464483811573	25.1318555448436	
桂林市猫儿山景区	广西	4A	110.492609038437	25.8615019748205	
阳朔西街景区	广西	4A	110.495458373683	24.7802654384551	
桂林红溪景区	广西	4A	110.103885564724	25.4648390476928	
桂林资江•天门山景区	广西	4A	110.692012020898	26.1425419543034	
桂林八角寨景区	广西	4A	110.743068023016	26.2777349911365	
桂林资江灯谷景区	广西	4A	110.660347560157	26.0480572651338	
恭城三庙两馆景区	广西	4A	110.01892077538	25.4159787630273	
恭城红岩村景区	广西	4A	110.867111168134	24.7349050294237	
桂林在水一汸景区	广西	4A	110.095692210001	25.5370327608989	
桂林新区环城水系景区	广西	4A	110.300486911962	25.2775588127693	
红军长征突破湘江烈士纪念碑园景区	广西	4A	110.662985883439	25.6119536204284	
红军长征湘江战役新圩狙击战纪念园	广西	4A	111.123130304496	25.6385112817316	
灵川县大圩古镇景区	广西	4A	110.461771018765	25.1139839731821	
灵川县漓水人家景区	广西	4A	110.433813954692	25.18838244378	
大碧头国际旅游度假区景区	广西	4A	110.483227045863	24.7242738300092	
红军长征湘江战役纪念园景区	广西	4A	110.663746568545	25.6121961054213	
桂林湘山酿酒生态园景区	广西	4A	110.319153969945	25.258382211994	
上思十万大山国家森林公园景区	广西	4A	107.888519550663	21.8887356641299	
防城港东兴市京岛风景名胜区	广西	4A	108.115661129297	21.5828180076986	
防城港市江山半岛白浪滩旅游景区	广西	4A	108.298675965023	21.5470119646561	
防城港西湾旅游景区	广西	4A	108.352421134515	21.6323348060811	
上思县百鸟乐园景区	广西	4A	107.920804650681	21.9161457028361	
防城港火山岛景区	广西	4A	108.576785960988	21.7044089881419	
北海银滩景区	广西	4A	109.156747808215	21.4105045574076	
北海海底世界	广西	4A	109.134292146745	21.4932673476468	
北海海洋之窗	广西	4A	109.128756698364	21.4505985389048	
北海涠洲岛火山国家地质公园鳄鱼山景区	广西	4A	109.108021381775	21.016813317365	
北海老城景区	广西	4A	109.121268962618	21.4891100196519	
北海金海湾红树林生态旅游区	广西	4A	109.21788100154	21.4223639606737	
北海园博园	广西	4A	109.188670352129	21.4453662154343	
北海汉闾文化园	广西	4A	109.196806035638	21.6503259869817	
星岛湖景区	广西	4A	109.161703041067	21.7992270106942	
北海白龙珍珠城景区	广西	4A	109.353195006227	21.4726269984826	
梧州骑楼城—龙母庙景区	广西	4A	111.324245187767	23.488549382004	
藤县石表山休闲旅游景区	广西	4A	110.685007393856	23.1429371277872	
蒙山县永安王城景区	广西	4A	110.525872213494	24.2126212527452	
梧州苍海旅游区	广西	4A	111.258716226261	23.4113253320578	
蒙山县长坪水韵瑶寨景区	广西	4A	110.525228308105	24.3413257735242	
蒙山县梁羽生公园	广西	4A	110.534464775186	24.2036701376801	
梧州市军事体育文化园景区	广西	4A	111.310365199846	23.4650268655584	
梧州李济深故里文化旅游区	广西	4A	111.286564505536	23.3173580414928	
梧州市中山公园	广西	4A	111.325362320499	23.4830471511296	
蒙山县羽生谷休闲养生基地	广西	4A	110.515896979962	24.0865250489407	
苍梧县六堡茶生态旅游景区	广西	4A	111.402199960236	23.8145550581031	
岑溪市东山文化公园景区	广西	4A	111.018819967018	22.9270620016857	
钦州三娘湾景区	广西	4A	108.766825815291	21.6258871750839	
钦州刘冯故居景区	广西	4A	108.631080354468	21.9899872258399	
钦州八寨沟旅游景区	广西	4A	108.26413998089	22.1102580053451	
钦州市浦北县五皇山景区	广西	4A	109.371319038529	22.1554060047847	
钦州园博园景区	广西	4A	108.692076825694	21.9438917675542	
钦州市灵山县六峰山风景名胜区	广西	4A	109.294067279952	22.4248379676297	
钦州市浦北县越州天湖景区	广西	4A	109.519095505044	22.0817823628317	
钦州市林湖森林公园	广西	4A	108.638772814039	22.0363747550066	
钦州市大芦古村文化生态旅游区	广西	4A	109.347790890111	22.4584982136025	
钦州市灵山县锦泉生态旅游度假村	广西	4A	109.231884955622	22.3946969651126	
西山风景名胜区	广西	4A	110.061745873604	23.4059588073485	
广西龙潭国家森林公园	广西	4A	110.009499796347	23.5411619501574	
太平天国金田起义地址景区	广西	4A	110.089306425624	23.5932646801946	
雄森动物大世界	广西	4A	110.39643303701	23.4936370174665	
龚州公园	广西	4A	110.414219036949	23.561020274623	
北帝山旅游区	广西	4A	110.179139402017	23.8315379429675	
贵港市园博园	广西	4A	109.568563033529	23.076043050496	
广西平天山国家森林公园	广西	4A	109.475136206283	23.177675955249	
荷美覃塘景区	广西	4A	109.406381339861	23.1708235908467	
覃塘五指山景区	广西	4A	109.452342961603	24.3615229824912	
玉林云天旅游文化城	广西	4A	110.171360076304	22.6295542782999	
民国小镇	广西	4A	110.570409302358	22.8452434907326	
容州古城	广西	4A	110.567065000776	22.8615679745733	
玉林容县都峤山风景区	广西	4A	110.654034269035	22.8272897734647	
大容山国家森林公园	广西	4A	110.289743986541	22.8596979334306	
铜石岭国际旅游度假区	广西	4A	110.453828381109	22.7439929220167	
北流市会仙河公园	广西	4A	110.319605817616	22.6907116727162	
兴业鹿峰山风景区	广西	4A	109.765472230065	22.6102184448506	
“五彩田园”现代特色农业示范区	广西	4A	110.29965175733	22.648390056361	
北流市陶瓷名城	广西	4A	110.355969853462	22.730853078175	
德天瀑布景区	广西	4A	106.735011284668	22.8587613212592	
凭祥友谊关景区	广西	4A	106.720110013212	21.9851700184062	
凭祥红木文博城景区	广西	4A	106.743120557995	22.0731244918487	
龙州起义纪念园景区	广西	4A	106.880475333139	22.347864018926	
大新县明仕景区	广西	4A	106.921718515361	22.7152320977946	
左江花山岩画景区	广西	4A	107.053538021785	22.1996090018876	
崇左石景林﹒园博园	广西	4A	107.348467979943	22.3777830191949	
崇左大新德天﹒老木棉景区	广西	4A	106.791019824721	22.8248536481712	
大新龙宫仙境景区	广西	4A	107.066099746371	22.8456787894046	
龙州县小连城景区	广西	4A	106.827213990995	22.3546992884757	
龙州县左江景区	广西	4A	107.003867116932	22.3316233890294	
广西派阳山森林公园	广西	4A	107.170199970191	22.0502160279357	
扶绥县龙谷湾景区	广西	4A	107.899537627062	22.5513619376084	
大新县安平仙河景区	广西	4A	107.078869967666	22.7047410104263	
左江斜塔景区	广西	4A	107.374093941217	22.4430477982459	
大新县大阳幽谷景区	广西	4A	106.802903957462	22.8240960037155	
崇左白头叶猴生态旅游区	广西	4A	107.52993898782	22.2723280140916	
江州区雨花石景区	广西	4A	107.422278958926	22.5034258925271	
国际•如意岛生态景区	广西	4A	107.222964998541	22.5535069314202	
龙州县发现弄岗景区	广西	4A	107.0427863828	22.4384779668717	
凭祥市大连城景区	广西	4A	106.776491978866	22.1312250287972	
忻城莫土司衙署景区	广西	4A	108.682665278869	24.0659827858603	
金秀莲花山旅游景区	广西	4A	110.118816929415	24.1587207219091	
桂中第一支部	广西	4A	109.700123199152	23.0283916842534	
来宾市金秀圣堂湖景区	广西	4A	110.067485776319	24.0298659755936	
金秀县圣堂山景区	广西	4A	110.118124246036	23.9745446596571	
金秀县山水瑶城景区	广西	4A	110.183422073535	24.1510548722979	
广西武宣县文庙景区	广西	4A	106.576458206276	24.3507576061331	
忻城县红水河生态旅游区	广西	4A	108.814468166641	23.8254053354469	
金秀县古沙沟景区	广西	4A	110.364613528737	24.2079187749424	
南乡西溪森林温泉景区	广西	4A	111.979176468763	24.3608548284286	
大桂山国家森林景区	广西	4A	109.475136206283	23.177675955249	
姑婆山旅游区	广西	4A	111.56687229576	24.6419071569892	
十八水原生态景区	广西	4A	111.559137256508	24.5826926022628	
玉石林景区	广西	4A	111.622377874559	24.5293644942948	
富川神仙湖景区	广西	4A	111.362701556806	24.8927826545937	
富川生态高值农业科技示范园景区	广西	4A	111.33255101034	24.8803450369115	
富川神剑石林景区	广西	4A	111.266412009562	24.8035890205141	
黄姚古镇景区	广西	4A	111.213230167456	24.2539436459664	
南山茶海景区	广西	4A	110.853709348235	24.1485440277942	
黄姚花海景区	广西	4A	111.166498967384	24.2571449877343	
桂江生态旅游景区	广西	4A	110.799778409165	24.2493460016998	
百色起义纪念园	广西	4A	106.64622923589	23.9077251612612	
靖西通灵大峡谷景区	广西	4A	106.631649917129	23.0290436557943	
百色乐业大石围天坑群景区	广西	4A	106.466365027078	24.8208230075987	
古龙山大峡谷景区	广西	4A	106.695203774312	23.0140406013643	
百色大王岭景区	广西	4A	106.42120613114	23.7270265957876	
凌云茶山金字塔景区	广西	4A	106.594991955721	24.4694520234522	
百色市德保县吉星岩景区	广西	4A	106.645608327122	23.2536528297321	
百色市德保红叶森林旅游景区	广西	4A	106.656539447547	23.3845026982388	
百色市平果黎明通天河旅游景区	广西	4A	107.535260280167	23.8111754197896	
百色市田州古城景区	广西	4A	106.92555634599	23.7468006003139	
百色西林县宫保府景区	广西	4A	105.456236740772	24.3504026372026	
百色靖西市鹅泉旅游景区	广西	4A	106.396282824435	23.1040024141209	
凌云环浩坤湖山水生态体验区景区	广西	4A	106.682286410574	24.2058228599825	
百色欢乐小镇景区	广西	4A	106.740617968676	23.7897359940314	
靖西市旧州景区	广西	4A	106.422989986221	23.0636210132514	
凌云县泗城州府景区	广西	4A	106.581789829137	24.3337877638891	
田东县湿地公园景区	广西	4A	107.115203640785	23.6146031647061	
靖西锦绣古镇景区	广西	4A	106.434671012086	23.1302189991948	
那坡县感驮岩景区	广西	4A	105.850231022062	23.4186330095777	
巴马盘阳河景区	广西	4A	107.160404487591	24.2051818097231	
巴马水晶宫景区	广西	4A	107.017950660882	24.3097726654705	
广西凤山国家地质公园景区	广西	4A	109.666507169691	24.7499203775446	
河池市东兰红色旅游区	广西	4A	107.371427770465	24.3895190421786	
河池市宜州刘三姐故里旅游区	广西	4A	108.719170977494	24.5086760332066	
天峨龙滩大峡谷	广西	4A	107.170323666859	24.9866288927861	
宜州会仙山景区	广西	4A	108.672129951852	24.5070166120535	
南丹歌娅思谷景区	广西	4A	107.632699838125	25.0685524125331	
大化七百弄国家地质公园景区	广西	4A	107.652703035723	24.074753037632	
南丹丹泉洞天酒文化旅游景区	广西	4A	107.570621986726	25.008027031671	
宜州拉浪生态休闲区	广西	4A	108.287898544671	24.5839007590779	
宜州怀远古镇	广西	4A	108.479771301536	24.5734915926281	
河池市珍珠岩风景区	广西	4A	107.946244303393	24.7155539822108	
环江牛角寨瀑布群景区	广西	4A	108.398303346049	25.0773595856049	
环江木伦喀斯特生态旅游景区	广西	4A	108.065133959633	25.1507100269096	
广西红水河都安三岛湾国际度假区	广西	4A	108.074995018535	23.8068370537361	
巴马洞天福地景区	广西	4A	107.103543994592	24.319751025186	
广西罗城棉花天坑度假区	广西	4A	108.799037972902	24.79235197716	
巴马长寿岛景区	广西	4A	107.341690983516	24.1479938593981	
蝶支洲岛旅游区	海南	4A	110.207135003396	18.5826030473726	
七仙岭温泉国家森林公园	海南	4A	109.703207890442	18.7077364799057	
海南文笔峰盘古文化旅游区	海南	4A	110.372116356015	19.5589933277614	
海口观澜湖旅游度假区	海南	4A	110.328694423611	19.915607542918	
海南热带野生动植物园	海南	4A	110.252644957128	19.7763279908889	
海口假日海滩旅游区	海南	4A	110.244500739716	20.042194513663	
中国電琼海口火山群世界地
质公园	海南	4A	110.224553955704	19.935492984852	
南湾猴岛生态旅游区	海南	4A	109.98714079255	18.4082742750039	
博鳌亚洲论坛永久会址景区	海南	4A	110.576423996729	19.1496580255667	
亚大东海旅游区	海南	4A	109.528597421403	18.2268020181889	
亚西岛海洋文化旅游区	海南	4A	109.374929957187	18.2980019912313	
天涯海角游览区	海南	4A	109.359673226241	18.298693036517	
三亚亚龙湾热带天堂森林公
园	海南	4A	109.655777000208	18.2591067422269	
清水湾旅游区	海南	4A	109.866089723424	18.4003048722719	
东山岭文化旅游区	海南	4A	110.440884158037	18.8066993042281	
三亚水稻国家公园	海南	4A	109.699029961347	18.3244739904016	
兴隆热带植物园	海南	4A	110.203092987925	18.7399449736155	
鹿回头风景区	海南	4A	109.507828238697	18.2313609133688	
海南省博物馆	海南	4A	110.38547838098	20.0217733309327	
中国(海南南海博物馆	海南	4A	110.610292989022	19.2355120383276	
长影环珠100奇幻乐园	海南	4A	110.201113032751	19.9876760099461	
海南百花岭热带雨林文化旅
游区	海南	4A	109.835643993767	19.0101080011147	
重庆云阳龙缸景区	重庆	4A	109.020633965403	30.6820557378508	
重庆丰都名山风景区	重庆	4A	107.732166602126	29.8920343203529	
重庆奉节白帝城——瞿塘峡景区	重庆	4A	109.583808	31.047874	
重庆聂荣臻元帅陈列馆	重庆	4A	106.267184015908	29.2809090014416	
重庆忠县石宝寨	重庆	4A	108.198164035391	30.4258959229791	
重庆人民大礼堂及人民广场	重庆	4A	106.558852316591	29.568293206525	
重庆歌乐山森林公园	重庆	4A	106.434338998369	29.5738810191281	
重庆缙云山国家级自然保护区	重庆	4A	106.388354020684	29.8394860020508	
重庆北泉风景区	重庆	4A	106.422463579193	29.863648403509	
重庆歌乐山烈士陵园	重庆	4A	106.448771983163	29.5784840369213	
重庆南山植物园	重庆	4A	106.635763976703	29.5612089821073	
重庆野生动物世界	重庆	4A	105.91492536792	29.296806663013	
重庆红岩革命纪念馆	重庆	4A	106.505677	29.559634	
重庆丰都雪玉洞景区	重庆	4A	107.804913987386	29.7889530155436	
重庆云阳张飞庙	重庆	4A	108.71189238027	30.9167081910237	
重庆黔江小南海旅游景区	重庆	4A	108.747208	29.652062	
重庆市规划展览馆	重庆	4A	106.594429526641	29.5729903260951	
重庆湖广会馆	重庆	4A	106.59334	29.563911	
重庆磁器口古镇	重庆	4A	106.456217	29.587679	
重庆统景温泉风景区	重庆	4A	106.840851975413	29.8650832674489	
重庆中国三峡博物馆	重庆	4A	106.556882871592	29.5683470812114	
重庆洪崖洞民俗风貌区	重庆	4A	106.584765735629	29.5681992791598	
重庆金源方特科幻公园	重庆	4A	106.532665273695	29.5643995448093	
重庆海兰云天温泉度假区	重庆	4A	106.288623963339	29.5055650433667	
重庆动物园	重庆	4A	106.512479630248	29.5094139245903	
重庆贝迪颐园温泉度假区	重庆	4A	106.370685519106	29.455434136028	
重庆科技馆	重庆	4A	106.584431026996	29.578407002354	
重庆观音桥商圈都市旅游区	重庆	4A	106.538880020703	29.5781710296351	
重庆华岩旅游区	重庆	4A	106.450858657031	29.4956143493475	
重庆龚滩古镇	重庆	4A	108.358298477973	28.925864382947	
重庆加勒比海水世界景区	重庆	4A	106.620535722041	29.5615094761335	
重庆石柱大风堡景区	重庆	4A	108.388876990076	30.1957251090008	
重庆潼南杨闇公故里景区	重庆	4A	105.754416959947	30.2218478960577	
重庆上邦温泉旅游区	重庆	4A	106.302181998566	29.4989270085191	
重庆万州大瀑布群旅游区	重庆	4A	108.259566361067	30.6596221582285	
重庆綦江古剑山风景区	重庆	4A	106.613842986672	28.962433993974	
重庆长寿湖旅游区	重庆	4A	107.247113067591	29.9215013183063	
重庆开县刘伯承同志纪念馆	重庆	4A	108.420468957573	31.1954788401113	
重庆巫溪红池坝森林旅游景区	重庆	4A	109.089920179557	31.5495843618592	
重庆酉阳龙潭古镇景区	重庆	4A	108.974729013638	28.7605480586984	
重庆白鹤梁水下博物馆景区	重庆	4A	107.39882932241	29.7184728553561	
重庆中国民主党派历史陈列馆景区	重庆	4A	106.552454045768	29.5672237173103	
重庆永川茶山竹海旅游景区	重庆	4A	105.957054009882	29.4363180285141	
重庆彭水阿依河景区	重庆	4A	108.126988941435	29.1570190302944	
重庆合川钓鱼城景区	重庆	4A	106.319067998423	30.0101292917022	
重庆铁山坪森林公园	重庆	4A	106.689188810449	29.6125010454957	
重庆北碚金刀峡景区	重庆	4A	106.624741241425	30.0282846911808	
重庆长寿菩提古镇文化旅游区	重庆	4A	107.072767688508	29.8637123757859	
重庆云阳三峡梯城景区	重庆	4A	108.713721779442	30.9384181757918	
重庆园博园	重庆	4A	106.559096296368	29.6866325447205	
重庆璧山观音塘湿地公园	重庆	4A	106.231098005618	29.5603579963468	
重庆奉节天坑地缝景区	重庆	4A	109.489248239774	30.7452881058079	
重庆巫山神女景区（神女峰·神女溪）	重庆	4A	109.968616039574	31.0527858678202	
重庆铜梁安居古城	重庆	4A	106.035389124904	29.9942771328167	
重庆潼南大佛寺	重庆	4A	105.816329433322	30.1925790002408	
重庆涪陵武陵山大裂谷景区	重庆	4A	107.585788707459	29.4957310577834	
重庆黔江濯水古镇	重庆	4A	108.779748928184	29.3050888496341	
重庆开县汉丰湖	重庆	4A	108.408280838244	31.1736687462377	
重庆荣昌万灵古镇	重庆	4A	105.654764594005	29.4954510359007	
重庆天地旅游区	重庆	4A	106.515943765785	29.5587495467199	
重庆周君记火锅食品工业旅游体验园	重庆	4A	106.457663860251	29.4911173165932	
重庆东温泉风景区	重庆	4A	106.871683078133	29.4668844604481	
重庆合川涞滩古镇	重庆	4A	106.501029211677	30.1799678716352	
重庆黔江蒲花暗河景区	重庆	4A	108.778920959996	29.2999720048049	
重庆涪陵武陵山国家森林公园	重庆	4A	107.599461995283	29.5474339823971	
重庆涪陵大木花谷·林下花园景区	重庆	4A	107.674939330987	29.6312112869101	
重庆铜梁黄桷门奇彩梦园	重庆	4A	106.053051697666	29.8010819468245	
重庆巴南中泰天心佛文化旅游区	重庆	4A	106.776543361941	29.4075511907942	
重庆江津陈独秀旧居陈列馆	重庆	4A	106.254548899762	29.20977732973	
重庆城口亢谷景区	重庆	4A	109.150855027046	31.7307409932909	
重庆彭水蚩尤九黎城	重庆	4A	108.134662985743	29.322686999805	
重庆石柱千野草场	重庆	4A	108.209781012077	30.2501457981459	
重庆黔江芭拉胡景区	重庆	4A	108.596962082396	29.1535755041982	
重庆自然博物馆	重庆	4A	106.414220727836	29.8249899873495	
重庆巴南丰盛古镇	重庆	4A	106.941769592642	29.533827093302	
重庆长寿菩提山文化旅游区	重庆	4A	107.072767688508	29.8637123757859	
重庆梁平滑石古寨景区	重庆	4A	107.730832990441	30.5947949032552	
重庆黔江土家十三寨	重庆	4A	108.692652998848	29.6582720127926	
重庆南岸长嘉汇弹子石老街	重庆	4A	106.593533017743	29.5849519802942	
重庆彭水摩围山	重庆	4A	108.049668731978	29.2113492761644	
重庆融汇温泉小镇	重庆	4A	106.446500797343	29.54978105671	
重庆两江国际影视城	重庆	4A	106.829814136293	29.6911704337057	
重庆神龟峡景区	重庆	4A	108.672527002887	29.1116760043548	
重庆巫山文峰景区	重庆	4A	109.938259960798	31.0779968548903	
重庆长江索道景区	重庆	4A	106.589294003873	29.5639360147711	
碧峰峡旅游景区	四川	4A	102.997036666546	30.0784275493515	
四姑娘山风景名胜区	四川	4A	102.818741797401	31.0351229219414	
刘氏庄园旅游区	四川	4A	103.801051448839	30.8237669041438	
四川广汉三星堆博物馆	四川	4A	104.225197534363	31.0071667626736	
自贡恐龙博物馆	四川	4A	104.836234003417	29.4013689916287	
宜宾市蜀南竹海风景名胜区	四川	4A	105.012097518811	28.4781246400401	
遂宁市中国死海旅游度假区	四川	4A	105.255561320413	30.6046971382723	
兴文石海洞乡旅游区	四川	4A	105.151084604897	28.1825540380812	
雅安蒙顶山旅游景区	四川	4A	103.05471982775	30.0805683839287	
绵阳市江油窦圌山风景区	四川	4A	104.834532534669	31.8833360348716	
广安华蓥山旅游区	四川	4A	106.814024992044	30.3135650114704	
三圣花乡观光旅游区	四川	4A	104.148538208244	30.5823607784162	
梓橦县七曲山风景区	四川	4A	105.212145586302	31.6976893276037	
九皇山	四川	4A	104.696027479275	31.9410079893561	
成都武侯祠博物馆	四川	4A	104.05457203834	30.65258159587	
成都杜甫草堂博物馆	四川	4A	104.034848034088	30.6663968474152	
成都大熊猫繁育研究基地	四川	4A	104.15091620259	30.7433194644483	
洛带古镇	四川	4A	104.334240504625	30.6419264131932	
南充市西山风景区	四川	4A	106.055731983937	30.8057378189984	
皇泽寺博物馆	四川	4A	105.821075001671	32.4454101126676	
西昌市邛海泸山风景名胜区	四川	4A	102.282879912525	27.8244148389344	
冕宁县灵山旅游景区	四川	4A	102.255738959008	28.5550291260768	
凉山州普格县螺髻山旅游景区	四川	4A	102.424206725141	27.5809310972481	
夕佳山民居	四川	4A	105.116351802026	28.6059185546725	
成都市宝光桂湖文化旅游区	四川	4A	104.165305978894	30.8285188744089	
成都市建川博物馆聚落	四川	4A	103.625910979492	30.5058789012199	
成都市双流区黄龙溪旅游区	四川	4A	103.976488718327	30.3234446433568	
成都国色天乡乐园	四川	4A	103.829047319718	30.7283224393003	
邛崃市平乐古镇	四川	4A	103.341104924334	30.3488922837059	
天台山风景名胜区	四川	4A	103.125222976379	30.2801430890144	
遂宁市中国观音故里旅游区	四川	4A	105.572307526284	30.4982504491886	
夹江天福观光茶园	四川	4A	103.697716659767	29.7987822394824	
攀枝花市二滩国家森林公园	四川	4A	101.82473970089	26.7705132123585	
凉山州泸沽湖旅游景区	四川	4A	100.910329010709	27.7222349860015	
绵阳市平武报恩寺	四川	4A	104.538790957386	32.41489008622	
广元市曾家山景区	四川	4A	106.10735014566	32.6370163070121	
成都金沙遗址博物馆	四川	4A	104.019115919861	30.6877428140942	
攀枝花市格萨拉生态旅游景区	四川	4A	101.266547838537	27.1708437138872	
南充市凌云山景区	四川	4A	106.209672353418	30.7574877943189	
宜宾市李庄古镇	四川	4A	104.807246133772	28.8091578071853	
广元市昭化古城	四川	4A	105.722339548152	32.3388369762053	
苍溪红军渡·西武当山景区	四川	4A	105.969950634856	31.7337107246896	
泸州老窖旅游区	四川	4A	105.459872003508	28.8904460020473	
成都欢乐谷	四川	4A	104.041137520116	30.7267022209453	
嘉陵第一桑梓风景区	四川	4A	106.410431956926	31.0410698287667	
三苏祠景区	四川	4A	103.837393566042	30.0467403685429	
巴中市光雾山景区	四川	4A	106.807159961675	32.6948121324277	
资阳市陈毅故里景区	四川	4A	104.962007027216	30.3852179400155	
达州市真佛山景区	四川	4A	107.602626019582	31.0465588530478	
甘孜州稻城亚丁景区	四川	4A	100.293272895088	28.4649384581069	
康定情歌(木格措)风景区	四川	4A	101.878972122032	30.1764249053811	
成都崇州街子古镇	四川	4A	103.564744997995	30.8202108726979	
阆中天宫院风水文化景区	四川	4A	105.869872843414	31.4615477126756	
青川东河口地震遗址公园	四川	4A	105.133957344205	32.4179455146847	
成都市西岭雪山景区	四川	4A	103.19519675357	30.6909455713462	
成都市花水湾温泉度假旅游区	四川	4A	103.268238064417	30.5698218873598	
自贡市荣县大佛文化旅游区	四川	4A	104.437193760417	29.4601870235528	
广元市明月峡景区	四川	4A	105.871649062899	32.6283600649315	
广元市鼓城山—七里峡景区	四川	4A	106.537641090025	32.6397090001717	
遂宁市中华侏罗纪探秘旅游区	四川	4A	105.376142036815	30.6689303111485	
乐山市乌木文化博览苑	四川	4A	103.662583931283	29.5920185830545	
乐山市峨眉山大佛禅院佛教文化旅游区	四川	4A	103.498669316457	29.5948805252332	
南部县升钟湖旅游景区	四川	4A	105.75136703308	31.5287769357654	
达古冰川风景名胜区	四川	4A	102.949019003138	32.1232660611847	
成都市虹口旅游景区	四川	4A	103.717675402591	31.2669871403764	
汶川大禹文化旅游区	四川	4A	103.487410685116	31.3336134460763	
绵竹市九龙山—麓棠山旅游区	四川	4A	104.071885978739	31.3145008562253	
中国绵竹年画村景区	四川	4A	104.233837346928	31.2827107179027	
成都市花舞人间旅游景区	四川	4A	103.804053675684	30.3952075489217	
成都市海昌极地海洋世界景区	四川	4A	104.080284416613	30.5002138625139	
乐山市黑竹沟风景区	四川	4A	103.007267546715	29.0520860264895	
金川观音桥旅游景区	四川	4A	101.65533195854	31.8089159874149	
成都市桃花故里旅游景区	四川	4A	104.326028285484	30.5594191142203	
达州市渠县賨人谷旅游景区	四川	4A	107.112113661964	30.8798488620844	
广元市唐家河景区	四川	4A	104.767431987652	32.587437214242	
广元天曌山景区	四川	4A	105.726600570508	32.4790738669435	
资阳市安岳石刻·圆觉洞景区	四川	4A	105.630713002967	29.9292989422091	
遂宁市龙凤古镇景区	四川	4A	105.642200006827	30.4433479100225	
成都市郫县农科村	四川	4A	103.806613666726	30.826144004353	
黄荆老林	四川	4A	105.742609979628	28.244315017188	
太平古镇景区	四川	4A	106.047918690153	28.1410904066912	
广元市千佛崖石刻艺术博物馆	四川	4A	105.866893164038	32.434831355135	
乐山东方佛都旅游区	四川	4A	103.782538169382	29.544960775739	
江油李白纪念馆景区	四川	4A	104.745717068898	31.7853291719637	
甘堡藏寨-桃坪羌寨旅游景区	四川	4A	103.465214633931	31.5615155673521	
毕棚沟旅游景区	四川	4A	103.000298863006	31.3857086019835	
新场古镇	四川	4A	103.437806704008	30.534511396369	
国际非物质文化遗产博览园	四川	4A	103.935375161576	30.6764470597348	
子昂故里文化旅游区	四川	4A	105.285260019217	31.0015138676632	
内江市隆昌县石牌坊旅游区	四川	4A	105.298348767779	29.3370299219582	
雅安市雨城区上里古镇	四川	4A	103.079057079949	30.1823407823588	
王坪旅游景区	四川	4A	107.42483222525	32.113059040597	
米仓山国家森林公园	四川	4A	106.872570077384	32.7203811033128	
东郊记忆	四川	4A	104.129445982258	30.6749759045925	
